,English,Yoruba
513,"In the second place, our forefathers believes that, some folks cohabitate with the Owner-of-the-universe in heaven, who are his messengers sent to earth from heaven.","Lọ́nà kejì, bàbá ńlá wa gbà pé, àwọn kan ńgbé pẹ̀lú Elédùmarè lọ́run, tí wọ́n jẹ́ òjísẹ́ẹ Elédùà tí ó ńránṣẹ́ wá sílé ayé láti àjùlé ọ̀run.  "
514,"In ancient Ọ̀yọ́, reverence and awe for baby Ṣàngó started on his birthday when his umbilical cord refuse to separate from his abdomen.",Láti ọjọ́ tí abí Ṣàngó tí ìwọ́ rẹ kò já bọ̀ọ̀rọ̀ ni ìlú Ọ̀yọ́ Ilé ti ń fi ìkẹ́ àti àpọ́nlé fún ọmọ tuntun náà.
515," Also Ṣàngó used bitter kola as gun powder, and other miraculous things that he portrayed.","Bákannáà ni Ṣàngó fi orógbó ṣe ẹtù ìbọn, àti àwọn àrà ọwọ́ọ rẹ̀ mìíràn. "
516,"For this reason, Ṣàngó was regarded as supernatural, an intelligent person who sees wisdom to pick.","Torí ìdí èyí, wọ́n ka Ṣàngó sí alágbára abàmì, ọlọ́gbọ́n ènìyàn tí ó ri ṣà. "
517,"Same thing applies to Ògún, a great hunter who taught his people the knowledge in iron smelting.","Bẹ́ẹ̀ náà sì ni ti Ògún, ọdẹ tí ó mọ̀ nípa irin ṣíṣe tí ó sì kọ́ àwọn èèyàn rẹ̀. "
518,Ọ̀rúnmìlà the father of the Ifá wisdom was human before he became òrìṣà.,Ènìyàn ni Ọ̀rúnmìlà baba ọgbọ́n Ifá náà kí ó tó di ò-rì-ṣà.
519,"Even you too can become òrìṣà, if you put in more efforts in what you do, for people of the world to know you for it.","Ìwọ gan-an alára lè di òrìṣà, bí o bá tẹpá mọ́ṣẹ́ ọwọ́ ẹ, kí ọmọ aráyé fi mọ̀ ọ́."
520,What is mammography?,Kí ni mammography?
521,The examination of the breast to quickly ascertain if cancer is present is known as mammography in English language.,Àyèwò ọmú láti tètè mọ̀ bí àrùn jẹjẹrẹ ọmú bá ti wà lára ni wọ́n ń pè ní mammography lédèe Gèésì.
522,"Examine the breast, is it the way it should be?","Ẹ yẹ ọmú wò, ṣé ó wà b'ó ṣe yẹ ó wà? "
523,You did not notice strange thing?,O kò ṣàkíyèsíi nǹkan àjèjì?
524,Take care of it.,Ẹ tọ́júu rẹ̀ o.
525,You do not know that the breast that protrude out of your body is not for you?,Ẹ ò mọ̀ pé ọmú tí ó sú yọ láyàá yín yẹn kì í ṣe ti yín?
526,You know that?,Ẹ mọ̀ bẹ́ẹ̀?
527,"It is for both of us, if one uses it, he/she lives it for the other person to use it.","Àwa méjì la jọ ni í, bí ẹnìkíní bá lò ó, á á gbéeélẹ̀ kẹ́nìkejì ó lò ó."
528,The breast belongs to we and the children.,Àwa àti àwọn ọmọ la ni ọmú.
529,We men and little ones own the breast.,Àwa ọkùnrin àti ọmọọwọ́ ló lọmú.
530,There shouldn’t be any cause for alarm in that.,Àríyànjiyàn ò gbọdọ̀ wáyé nípa ìyẹn.
531,Take care of it for us.,Ẹ bá wa tọ́júu rẹ̀.
532,They have said that men that look at breasts often would live longer than those who don't look at breasts.,Wọ́n kú ti ní ọkùnrin t'ó bá ń wo ọmú lóòrèkóorè yóò pẹ́ láyé ju èyí tí ò wo ọmú.
533,"It is ours not yours, we kept it in your possession help us keep it properly in good taste.","Ti wa ni ti yín kọ́, afipamọ́ síi yín lọ́wọ́ ni ẹ bá wa tọ́júu rẹ̀ dáadáa."
534,"Only for our children, which we planted on your farm, your breast is what makes them grow.","Àdèfi àwọn ọmọọ wa, tí a gbìn s'ókoo yín, ọyàn yìí ní í jẹ́ wọ́n ta. "
535,"King Sunny Ade sang a song, he says “give the baby breast (twice), and do not deny a one month baby from suckling the breast, give the baby the breast.”","Sunny Aládé fi k'ọrin, ò ní ""ẹ fún ọmọ lọ́yàn (ní ẹ̀mejì), ẹ mọ́ gbọyàn lẹnu ọmọ oṣù kan, ẹ fọ́mọ lọ́yàn mu"". "
536,"You mothers, for this reason, you young women, check your breast often, so that we can treat it early if it happens to be cancer.","Torí ìdí èyí ẹ̀yin màámi, ẹ̀yin sisí mi, ẹ máa yẹ ọyàn an wò, k'á ba tètè gbógun tìí b'ó bá jẹ́ jẹjẹrẹ."
537,"Women should eat the vegetable benth, which produces water in excess to curb breast cancer.","Ẹ̀fọ́ọ ebòlò, a ṣ'omi lójú kàrokàro ni kí obìnrin ó máa jẹ̀ láti dínàa jẹjẹrẹ ọmú. "
538,"The breast is cut off this day if it is affected by cancer, this beauty eat benth vegetable, do not give breast cancer a chance.","Gíge dànù ni à ń gé ọyàn t'ó bá ti ní kòkòròo jẹjẹrẹ lóde ònìí, ẹlẹ́lẹ̀ yìí máa jẹ ẹ̀fọ́ ebòlò má ṣe fún jẹjẹrẹ ọmú láyé."
539,"This hip East Nashville cocktail lounge crafts inventive drinks using offbeat, seasonal ingredients, along with draft wines, sophisticated small plates and charcuterie boards.","Yàrá ìgbàlódé ohun mímu àdàlùu East Nashville yìí máa ń ṣe ohun-mimu àrà ọ̀tọ̀ nípa lílo àwọn èròjà tí àkókò-kan-nínú-ọdún, pẹ̀lú ọtí wàìnì tí a pọn lẹ́nu ẹ̀rọ, àwọn àwo kéékèèké tí ò lẹ́lẹ́gbẹ́ àti pátákó ẹran-tútù-sísè."
540,Stylish velvet horseshoe banquettes and brass fixtures add an intimate feel to the upscale space.,Àga bàtà ẹṣin aláràn-án tí ó bá ìgbà mu àti idẹ tí a fi ṣẹ̀ṣọ́ sii lára-á mú u rí bí àyè ọlọ́lá.
541,"Great vibe + fantastic, inspired cocktails without all the pretense.","Ìrísí dídára + ńlá, ìmísí ohun mímu àdàlù dáradára tí kò ní ẹ̀tàn nínú rárá."
542,"Zagat editor Molly Moker heads to 44 Farms in Cameron, Texas, for a first-hand look at some of the work that goes into raising the ranch's black Angus beef.","Molly Moker tí ó jẹ́ olóòtú Zagat kọrí sí ọ̀dọ̀ àgbẹ̀ 44 ní Cameron, Texas, láti fi ojúkorojú wo díẹ̀ lára iṣẹ́ tí ó ní láti jẹ́ ṣíṣe fún ìgbésókèe ọgbà-ẹranko ẹran màálù dúdú Augus. "
543,Rock Stars Redefining the Industry,Àwọn Ìràwọ̀ Akọrin Rock ń fún iléeṣẹ́ náà nítumọ̀ mìíràn
544,Meet the Zagat 30 Under 30 rock stars.,Mọ àwọn ìràwọ̀ Zagat 30 tí kò tó ọmọ ọgbọ̀n ọdún.
545,"From a tricycle-riding barista in Boston to an Austin goat farmer who moonlights as a brewer, these visionaries need to be on your must-watch list.","Láti òṣìṣẹ́ẹ kẹ̀kẹ́-ẹlẹ́sẹ̀mẹ́ta kan ni Boston sí àgbé ẹlẹ́ranọ̀sìn ewúrẹ́ ní Autin tí òkìkíi rẹ̀ kàn gẹ́gẹ́ bíi ọ̀pọntí, ó yẹ kí o kíyèsí àwọn ẹni ológo ọjọ́ ọ̀la wọ̀nyí."
546,"It's Hawaiian Surf Culture, catch a wave with Big Wave Dave and learn why royalty loved to surf the perfect long waves found on Waikiki beach year round.","Àṣàa Wa-pátákó-lórí-omi Hawaii ni, wá darapọ̀ mọ́ Big Wave Dave kí o mọ ìdíi rẹ̀ tí àwọn ẹni ọlọ́lá fi nífẹ̀ẹ́ sí pátákó-wíwà lórí ìgbì omi ní orí etíkun Waikiki tí ó máa ń wà yíká ọdún."
547,"A true surfing ohana, husband, wife, son, and dog........we are super excited to host this experience, we have been hosting on AirBnB since 2014, as hosts we have been sharing the surf experience with all our guests.","Ẹbíi pátákó-wíwà-lórí-ìgbé-omi tòótọ́, ọkọ, aya, ọmọ ọkùnrin, àti ajá………ara wá yá rékọjá gidigidi láti gba àlejò ìṣẹ̀lẹ̀ mánigbàgbé yìí, a ti ń gbàlejò lóríi AirBnB láti ọdún-un 2014, gẹ́gẹ́ bíi olùgbàlejò a ti ń ṣàlàyé àwọn ìríríi bí wọ́n ṣe ń wa-pátákó-lórí-ìgbé-omi fún àwọn àlejòo wa."
548,"Prying ourselves away from the historic center of Paris, we'll walk into the picturesque Latin Quarter to learn how to burn witches and see a former CIA false-front store where the KGB watched from across the street.","À ń tìkára wa ṣe ìbojúwò kúrò láti àárín-gbùngbùn-un ìlú tí ó kún fún ìtàn-an nì Paris, a óò rìn wọ inú ilée Latin Quarter tí ó rẹwà ní wíwò láti kọ́ bí a ti ṣe ń dáná sun àwọn àjẹ́ àti láti wo ilé ìtajà oníwájú-ìdíbọ́n fún ọ̀tẹlẹ̀múyẹ́ CIA ìgbà kan rí níbi tí KGB ti ń ṣọ́ ojú pópó."
549,"While in Fundy, tidal bore rafting is a great water-coaster experience; you can ride 8-foot waves in the Shubenacadie River and then mudslide like a child again on its banks.","Ní Fundy, ọkọ̀-ojú-omi-afátẹ́gùn-sínú-rẹ̀ tí ó ti ìṣàn odò wá jẹ́ ìríríi bèbè omi ńlá kan; o leè wa ọkọ̀ lórí ìgbì-omi ìwọ̀n ẹsẹ̀ 8 ní Odò Shubenacadie tí wà á sì tún yọ̀ nínú ẹrẹ̀ bí ọmọdé ní bèbèe rẹ̀."
