,English,Yoruba
192,Calling a person a foreman is only a mark of respect; nobody can be four men.,Àpọ́nlé ni “Fọ́maàn”; ẹnìkan ò lè ṣe èèyàn mẹ́rin.
193,"The bush dweller says he heard a rumour; who told him, if it was not a town dweller?",Ara okó ní òun gbọ́ fínrín fínrín; ta ló sọ fun bí kò ṣe ará ile?
194,"Restlessness, father of all diseases.","Ara-àìbalẹ̀, olórí àrùn."
195,"Something-seen-but-unmentionable, the man of the house shits in the sauce-pan.","À-rí-ì-gbọdọ̀-wí, baálé ilé ṣu sápẹ."
196,"Something-seen-but-unmentionable, the man of the house walks around with mucus dripping from his nose.","Àrí-ì-gbọdọ̀-wí, baálé ilé yọkun lémú."
197,Fear of losing face within one's home dissuades one from eating day-old chicks.,Àrífín ilé ò jẹ́ ká jẹ òròmọ adìyẹ.
198,The bead maker cannot fashion a shoe; the mortar carver cannot manufacture a shinbone.,Arọ̀lẹ̀kẹ̀ ò rọ bàtà; gbẹ́dó-gbẹ́dó ò rọ ojúgun.
199,"When a kite hovers, a chicken does not hang on to an insect.",Àṣá kì í rà kádìẹ gbé kòkòrò dání.
200,"He-who-lives-in-style-but-pays-no-attention-to-his-armpits, both armpits are taken over with foamy filth.","A-ṣe-bọ̀rọ̀kìnní-má-kìíyè-sábíyá, gbogbo abíyá dọ́ṣẹ."
201,Lack of moderation is the father of disgrace; disgrace comes of immoderation; a grown person who clothes himself in immoderation will find disgrace.,Àṣejù baba àṣetẹ́; ẹ̀tẹ́ ní ń gbẹ̀yìn àṣejù; àgbàlagbà tó wẹ̀wù àṣejù ẹ̀tẹ́ ni yó fi rí.
202,Denying-until-death is the way a venerable person denies a matter.,À-sẹ́-kú làgbàlagbà ń sẹ́ ọ̀ràn.
203,The newly emerged palm frond says it will touch the sky; did those that came before it do so?,"Àṣẹ̀ṣẹ̀yọ màrìwò, ó ní òun ó kan ọ̀run; àwọn aṣáájúu rẹ̀ ṣe bẹ́ẹ̀ rí?"
204,"This is a variant of the previous entry, using a different name, ọ̀gọmọ̀, for palm frond.",Àṣẹ̀ṣẹ̀yọ ọ̀gọmọ̀ ó ní òun ó kan ọ̀run; àwọn aṣáájúu rẹ̀ ṣe bẹ́ẹ̀ rí?
205,Clothes washed clean make identifying the rich person impossible.,Aṣọ à-fọ̀-fún ò jẹ́ ká mọ olówó.
206,Whatever clothing one is left with is one's best.,Aṣọ tó kuni kù ní ń jẹ́ gọgọwú.
207,A person who is mindful of his/her image is not easily disgraced.,A-ṣúra-mú ò tẹ́ bọ̀rọ̀.
208,Spreading-the-mat-without-rolling-it-back-up is the mark of the wealthy; sandals are the mark of the illustrious; if one sings one's praise too loudly one is liable to be made a king.,À-tẹ́-ẹ̀-ká ni iyì ọlọ́lá; sálúbàtà ni iyì ọlọ̀tọ̀; bá a bá gbéra lágbèéjù ọba ni wọ́n ń finí i ṣe
209,Borrowing-money-to-spend does not speak well of one; borrowed trousers do not become a person; if it is not tight around the legs it is difficult to remove; it is one's thing that fits one.,À-wín-ná-wó ò yẹni; à-gbà-bọ̀-ọ ṣòkòtò ò yẹ ọmọ èèyàn; bí kò fúnni lẹ́sẹ̀ a dòrògí; ohun ẹni ní ńyẹni.
210,A priest one does not hit does not hit one.,Àwòrò tí a ò bá lù kì í luni.
211,One-who-enters-a-town-and-maintains-his/her-reputation does because he/she knows his/her place.,"A-wọ̀lú-má-tẹ̀ẹ́, ìwọ̀n araa rẹ̀ ló mọ̀."
212,Àwúrebe says it can make a path; who would wish to follow a path it makes?,Àwúrèbeé ní òún lè yẹ̀nà; ta ní jẹ́ tọ ọ̀nà àwúrèbe?
213,"The Colobus monkey ate its fill one day, and asked that his front teeth be knocked out.","Àáyá yó níjọ́ kan, ó ní ká ká òun léhín ọ̀kánkán."
214,"Cockroach and ant make ready for war and say they are off to capture chicken; we see their departure, but not their return.","Aáyán ati eèrà ṣígun, wọ́n ní àwọ́n ń lọ mú adìẹ àlọ la rí, a ò rábọ̀."
215,The cockroach would ride a horse; it is the chicken that does not allow.,Aáyán fẹ gẹṣin; adìẹ ni ò gbà fún un.
216,The cockroach would dance; it is the chicken that does not allow.,Aáyán fẹ́ jó; adìẹ ni ò jẹ́.
217,A cockroach does not trip an elephant; a human being does not trip a chimpanzee.,Aáyán kì í yán ẹsẹ̀ erin; èèyàn kì í yán ẹsẹ̀ irò.
218,It is excessive rejoicing that breaks the frog's thigh.,Ayọ̀ àyọ̀jù làkèré fi ń ṣẹ́ nítan.
219,Dancing to bàtá music and exposing one's teeth is excessive happiness.,Àyọ̀yó ni bàtá à-jó-fẹ-eyín.
220,The diviner does not ask for yesterday's sacrifice.,Babaláwo kì í bèèrè ẹbọ àná.
221,The busybody is not there yet; but he is on his way.,Bẹbẹlúbẹ ò ì tíì débẹ̀; ibẹ̀ ló ń bọ̀.
222,"When one becomes old, one stops warring.",Bí a bá dàgbà à yé ogun-ún jà.
223,"If we compare notes with others, we wind up eating bile.",Bí a bá fi inú wénú; iwọ là ń jẹ.
224,If one eats with a youth on the farm he stares at the protrusion of one's nose.,"Bí a bá ń bá ọmọdé jẹun lóko, gànmùganmu imú ẹni ní ń wò."
225,"If one prepares pounded yams, the uninvited should depart.","Bí a bá ń gúnyán, kòmẹsẹ̀ á yọ."
226,One admits to one's limits; one does not cease speaking to one's relatives-in-law.,Bí a bá ti lè ṣe là ń wí; a kì í yan àna ẹni lódì.
227,One arrives according to one's worth; a horseless person does not arrive with the noise of hoofs and stirrups.,Bí a bá ti mọ là ń dé; a-láì-lẹ́ṣin kì í dé wọ̀nwọ̀n.
228,One dies according to one's weight; the robin does not die and make a resounding noise “on hitting the ground.”,Bí a bá ti mọ là ń kú; olongo kì í kú tìyàntìyàn.
229,"If someone wets the bed, each person should know where he or she slept.","Bí a bá tọ̀ sílé, onípò a mọ ipò."
230,If one says that a matter now lies in the hands of the Ifá priest the Ifá priest says it lies in the hands of Ifá; if one says that it lies in the hands of the venerable medicine man the venerable medicine man says it rests in the hands of the god of herbs; if one says it rests in the hands of the formidable moslem priest he says it is in the hands of God the most glorious.,"Bí a bá wí pé ó dọwọ́ọ babaláwo, babaláwo a ló dọwọ́ Ifá; bí a bá ní ó dọwọ́ àgbà ìṣègùn, àgbà ìṣègùn a ló dọwọ́ Ọ̀sanyìn; bí a bá ní ó dọwọ́ ààfáà tó gbójú, a ní ó dọwọ́ Ọlọ́run ọ̀gá ògo."
231,"If one has not acquired one garment after another, one does not call one a rag.","Bí a kò bá dáṣọ lé aṣọ, a kì í pe ọ̀kan lákìísà."
232,"If one cannot throw a Nupe man in a wrestling match, he should not throw one.","Bí a kò bá lè dá Tápà, Tápà kì í dáni."
233,"If one does not go to the farm of lies, lies are not told against one.","Bí a kò bá lọ sóko irọ́, a kì í pa á mọ́ni."
234,"If one has not been false, one does not die in disgrace.","Bí a kò bá ṣèké, a kì í fi ẹ̀tẹ́ kú."
235,"If one has not yet sat down, one does not stretch one's legs out.","Bí a kò bá tíì jókòó, a kì í nasẹ̀."
236,"If one is yet unable to build a house, one makes a tent.","Bí a kò bá tíì lè kọ́lé, àgọ́ là ń pa."
237,"If one lacks the wherewithal to act like a father to a child, one does not summon the seller of bean fritters.","Bí a kò bá tó baba ọmọọ́ ṣe, a kì í pe alákàrà."
238,"If one lacks the means to reject suffering and attempts to reject it, one's suffering simply multiplies.","Bí a kò bá tó ìyàá kọ̀ tí à ń kọ̀ ọ́, àjẹkún ìyà là ń jẹ."
239,The heights one will reach keeps one from evil deeds; the ordained limit to one's greatness keeps one from doing good deeds.,Bí a ó ti tó kì í jẹ́ ká hùwà búburú; bí a ó ti mọ kì í jẹ́ ká hùwà rere.
240,"If an elder does not do something fearful, the youth do not flee.","Bí àgbà kò bá ṣe ohun ẹ̀rù, ọmọdé kì í sá."
241,"Unless an elephant had swallowed something, it would not turn its bloated stomach to the hunter.","Bí àjànàkú ò bá rí ohun gbémì, kì í ṣe inú gbẹndu sọ́dẹ."
242,"When the dog sees the eyes of the leopard, it keeps very still.","Bí ajá rójú ẹkùn, a pa rọ́rọ́."
243,"When the wife has got to know the husband, the marriage broker makes way.","Bí ayá bá mojú ọkọ, alárenà a yẹ̀bá."
244,"If life is being good to one, one is liable to act disgracefully.","Bí ayé bá ń yẹni, ìwà ìbàjẹ́ là ń hù."
245,"If the chief is turning somersaults, the messenger should be found standing erect.","Bí baálẹ̀ bá ń tàkìtì, òrógi là ń bá ẹmẹsẹ̀."
246,"If a person says there is no one like him/her, wise people maintain a contemplative silence.","Bí èèyán bá ní kò sí irú òun, àwọn ọlọgbọ́n a máa wòye."
247,"If a tick fastens on to a dog's mouth, does one ask a jackal to dislodge it?","Bí eégbọn bá so mọ́ ajá lẹ́nu, akátá là ń ní kó já a?"
248,"If a tick clings to a fox's nose, it is not a chicken that will remove it.","Bí eégbọn bá ṣo ayínrín nímú, adìẹ kọ́ ni yó ja."
249,"If a leopard does not act mighty, one refers to it as a cat.","Bí ẹkùn ò bá fẹ̀, èse là ń pè é."
250,"If the person offering a sacrifice does not invite one, intruding is not proper for one.","Bí ẹlẹ́bọ ò bá pe ẹni, àṣefín ò yẹni."
251,"When a courtier seeks disgrace, he asks, “What can the king do?”","Bí ìlàrí bá fẹ́ tẹ́, a ní kí lọba ó ṣe?"
252,"If the fire gets at the stew, the stew will burst into speech.","Bí iná bá dun ọbẹ̀, a dá ọ̀rọ̀ sọ."
253,"Were it not for the fact that they were brought transported together, what would a goat want in the chicken's stall?","Bí kò sí àkópọ̀, kí lewúrẹ́ wá dé ìsọ̀ adìẹ?"
254,"But for a person of filthy habits, who would wake in the morning and not wash his or her face clean?","Bí kò sí tọ̀bùn èèyàn, ta ni ìbá jí lówùúrọ̀ tí kò bọ́jú ṣáṣá?"
255,"If I die on account of a farm, I will lay my case before the hut; if I die on account of bananas, I will lay my case before the river; if I die on account of the famous woman with facial scarification, I will lay my case before my head.","Bí mo bá torí oko kú n ó rò fáhéré; bí mo bá torí ọ̀gẹ̀dẹ̀ kú n ó rò fódò; bí mo bá torí alábàjà òkíkí kú, n ó rò fóríì mi."
256,"If it has been three years since the leopard took ill, is it a monkey that one sends to ask its condition?","Bí ó di ọdún mẹ́ta tí ẹkùn-ún ti ń ṣe òjòjò, olugbe la ó ha rán lọ bẹ̀ ẹ́ wò?"
257,It is by its flight that the parrot proves itself a formidable bird.,Bí òfé ti ń fò la ti ń mọ̀ ọ́ lákọ ẹyẹ.
258,"Whether the corpse is distended or is not, one should ask the heir of the dead.","Bí òkú fẹ̀, bí kò fẹ̀, ká bi ọmọ olókùú léèrè."
259,"When the eyes see, the mouth remains quiet.","Bí ojú bá rí, ẹnu a dákẹ́."
260,"If the eye does not see, the mouth says nothing.","Bí ojú kò bá rí, ẹnu kì í sọ nǹkan."
261,"If the thief feels no shame, members of his household should.","Bí ojú kò bá ti olè, a ti ará ilé ẹ̀."
262,"Even though the host's eyes are tiny, and the guest's eyes are huge, it is the host who holds sway over the guest.","Bí ojú onílé bá mọ tíntín, tí ojú àlejòó tó gbòǹgbò, onílé ní ń ṣe ọkọ àlejò."
263,"If the owner of a yard does not die, his yard is not overgrown with wild grass.","Bí olóde ò kú, òdee rẹ̀ kì í hu gbẹ́gi."
264,"If the owner of the food is reluctant to share, one disgraces him by refusing to eat.",Bí olóúnjẹ bá rojú à fi àìjẹ tẹ́ ẹ.
265,"When the year is done, the bọnnọbọ́nnọ́n tree changes its color.","Bí ọdún bá dún, bọnnọnbọ́nnọ́n a pàwọ̀ dà."
266,"When the market disperses, only the head of the market women remains; only the venerable elders remain; when Ifá has had his say, the genius that consults him arises.","Bí ọjàá bá tú tán, a ku olóríi pàtẹpàtẹ, a ku àgbààgbà sà-ǹkò sà-ǹkò lọ́jà; bÍfá bá pẹ̀dí tán, ìwọ̀-ǹ-wọ̀ a dìde."
267,"When a goat's day “to die” arrives, it says there is nothing a butcher can do to it.","Bí ọjọ́ ewúrẹ́ bá pé, a ní kò sí ohun tí alápatà lè fi òun ṣe."
268,"If a lazy man cannot fight, he should be able to die disgracefully.","Bí ọ̀lẹ́ ò lè jà, a lè kú tùẹ̀."
269,"If God does not make one a father, one strives to act like an elder.","Bí Ọlọ́run ò ṣe ẹni ní baba, à fi ìyànjú ṣe bí àgbà."
270,"If a youth attempts to act like an elder, his age will stop him.","Bí ọmọdé bá fẹ́ ṣìṣe àgbà, ọjọ́ oríi rẹ̀ ò níí jẹ́."
271,"If a child ascends the height of maturity, he/she must become wise.","Bí ọmọdé bá gun òkè àgbà, ó níláti gbọ́n."
272,"When a child is being a child, an elder must remain an elder.","Bí ọmọdé bá ń ṣe ọmọdé, àgbà a máa ṣe bí àgbà."
273,"If a child brags a great deal, but has no father, one acts the part of a father.","Bí ọmọdé ń lérí bébé, tí kò ní baba, ti baba là ń ṣe."
274,"Even if the goddess Ọya sings in heaven and the god Ṣango sings on earth, matters cannot be so bad for the father that he will say it is all up to his dead child in heaven.","Bí Ọya ń kọ lọ́run, bí Ṣàngó ń jó láyé, kò níí burú fún baba kó ní ó dọwọ́ ọmọ òun lọ́run."
275,"The mad dog, and the person who behaves like a mad dog, both make it impossible for one to know the real dog.",Dìgbòlugi-dìgbòlùùyàn ò jẹ́ ká mọ ajá tòótọ́.
276,The elephant has only chosen to remain silent; to the elephant belongs the forest.,Dídákẹ́ lerín dákẹ́; àjànàkú ló lẹgàn.
277,Some masqueraders are greater than others; some gods are greater than others; the masquerader Pààká chases the Ṣàngó worshipper into the bush.,Eégún ju eégún; òrìṣá ju òrìṣà; Pààká lé oníṣàngó wọ̀gbẹ́.
278,"The masquerader did not hit a woman with his shroud, but the woman unwraps her home-woven wrapper and hits the masquerader with it.","Eégún ò na obìnrin lágọ̀; obìnrín tú kíjìpá ìdíi rẹ̀, ó fi na eégún."
279,"The masquerader stayed too long on parade and is reduced to speaking with his upper lip. They said, “Welcome, father,” and he responded, “He-e-e-e.”","Eégún pẹ́ lóde, ó fètè òkè dáhùn; wọ́n ní, “Baba kú àbọ̀,” ó ní, “Hì ìì.”"
